type;n;k;comp;swaps
select;2400;2400-1;6985;12505
select;2400;2400-1;
select;2400;2400-1;6507;11966
select;2400;2400-1;6436;11707
select;2400;2400-1;6917;12225
select;2400;2400-1;6771;11756
select;2400;2400-1;
select;2400;2400-1;7172;12603
select;2400;2400-1;7092;12284
select;2400;2400-1;6807;11724
select;2400;2400-1;7300;12834
select;2400;2400-1;7069;12679
select;2400;2400-1;7126;12618
select;2400;2400-1;6684;11864
select;2400;2400-1;7299;12837
select;2400;2400-1;7445;13011
select;2400;2400-1;7129;12537
select;2400;2400-1;7363;12904
select;2400;2400-1;
select;2400;2400-1;6804;12287
select;2400;2400-1;
select;2400;2400-1;7381;12845
select;2400;2400-1;6907;12427
select;2400;2400-1;
select;2400;2400-1;6892;12591
select;2400;2400-1;
select;2400;2400-1;7329;12872
select;2400;2400-1;6978;12583
select;2400;2400-1;
select;2400;2400-1;6638;12053
select;2400;2400-1;7035;12441
select;2400;2400-1;7066;12343
select;2400;2400-1;6502;11527
select;2400;2400-1;6742;12127
select;2400;2400-1;6871;12350
select;2400;2400-1;7174;12678
select;2400;2400-1;
select;2400;2400-1;6914;12232
select;2400;2400-1;6971;12462
select;2400;2400-1;7527;13049
select;2400;2400-1;6917;12463
select;2400;2400-1;7204;12674
select;2400;2400-1;6518;11450
select;2400;2400-1;6713;12145
select;2400;2400-1;6910;12391
select;2400;2400-1;
select;2400;2400-1;7367;12910
select;2400;2400-1;7574;13011
select;2400;2400-1;7233;12697
select;2400;2400-1;7046;12289
select;2400;2400-1;
select;2400;2400-1;
select;2400;2400-1;7033;12334
select;2400;2400-1;7063;12616
select;2400;2400-1;7116;12582
select;2400;2400-1;6345;11225
select;2400;2400-1;7042;12458
select;2400;2400-1;
select;2400;2400-1;
select;2400;2400-1;6937;12571
select;2400;2400-1;6568;11682
select;2400;2400-1;6090;10728
select;2400;2400-1;7223;12596
select;2400;2400-1;6912;12359
select;2400;2400-1;6912;12423
select;2400;2400-1;7153;12594
select;2400;2400-1;6237;11126
select;2400;2400-1;
select;2400;2400-1;6539;11831
select;2400;2400-1;6784;12227
select;2400;2400-1;6971;12557
select;2400;2400-1;7041;12379
select;2400;2400-1;7093;12568
select;2400;2400-1;7348;12865
select;2400;2400-1;7212;12689
select;2400;2400-1;6989;12498
select;2400;2400-1;6827;12334
select;2400;2400-1;6812;12085
select;2400;2400-1;7192;12699
select;2400;2400-1;6966;12315
select;2400;2400-1;7058;12577
select;2400;2400-1;7301;12839
select;2400;2400-1;
select;2400;2400-1;6511;11447
select;2400;2400-1;6906;12253
select;2400;2400-1;
select;2400;2400-1;7261;12757
select;2400;2400-1;7141;12729
select;2400;2400-1;
select;2400;2400-1;6807;11835
select;2400;2400-1;6873;12230
select;2400;2400-1;
select;2400;2400-1;7122;12540
select;2400;2400-1;6662;12009
select;2400;2400-1;
select;2400;2400-1;
select;2400;2400-1;7285;12822
select;2400;2400-1;
select;2400;2400-1;6980;12507
select;2500;0;7153;12698
select;2500;0;7149;12620
select;2500;0;7380;13105
select;2500;0;7444;13141
select;2500;0;7162;12698
select;2500;0;7240;12711
select;2500;0;7374;13087
select;2500;0;7081;12608
select;2500;0;7352;13058
select;2500;0;7249;12762
select;2500;0;7301;12879
select;2500;0;7347;13051
select;2500;0;7089;12627
select;2500;0;7238;12808
select;2500;0;7085;12579
select;2500;0;7297;12982
select;2500;0;7264;12905
select;2500;0;7333;12909
select;2500;0;7463;13297
select;2500;0;7166;12687
select;2500;0;7422;13113
select;2500;0;7359;13069
select;2500;0;7513;13381
select;2500;0;7249;12889
select;2500;0;7223;12950
select;2500;0;7468;13334
select;2500;0;7424;13055
select;2500;0;7250;12819
select;2500;0;7558;13303
select;2500;0;7229;12893
select;2500;0;7168;12783
select;2500;0;6701;11942
select;2500;0;7074;12720
select;2500;0;7350;12857
select;2500;0;7420;13055
select;2500;0;7405;13195
select;2500;0;7467;13100
select;2500;0;7137;12758
select;2500;0;7155;12814
select;2500;0;7248;12838
select;2500;0;7386;13048
select;2500;0;7338;12907
select;2500;0;7376;13160
select;2500;0;7128;12621
select;2500;0;7284;12939
select;2500;0;7450;13173
select;2500;0;7452;13095
select;2500;0;7233;12914
select;2500;0;7228;12906
select;2500;0;7178;12695
select;2500;0;7384;13217
select;2500;0;6877;12187
select;2500;0;7147;12597
select;2500;0;6884;12269
select;2500;0;7555;13297
select;2500;0;7219;12759
select;2500;0;7293;13085
select;2500;0;7390;13092
select;2500;0;7284;13067
select;2500;0;7422;13262
select;2500;0;7242;12905
select;2500;0;7365;13015
select;2500;0;7351;13099
select;2500;0;7371;13092
select;2500;0;6719;11820
select;2500;0;7227;12848
select;2500;0;7131;12713
select;2500;0;7217;12908
select;2500;0;7295;12841
select;2500;0;7510;13323
select;2500;0;7499;13341
select;2500;0;7307;12974
select;2500;0;7131;12844
select;2500;0;7318;12932
select;2500;0;7043;12604
select;2500;0;7365;13101
select;2500;0;7513;13273
select;2500;0;7512;13199
select;2500;0;7109;12581
select;2500;0;7357;13040
select;2500;0;7609;13420
select;2500;0;6467;11360
select;2500;0;7194;12639
select;2500;0;7002;12337
select;2500;0;7025;12365
select;2500;0;7295;12857
select;2500;0;7270;12931
select;2500;0;7087;12581
select;2500;0;6783;11926
select;2500;0;7162;12673
select;2500;0;7046;12484
select;2500;0;7205;12693
select;2500;0;7136;12903
select;2500;0;7228;12642
select;2500;0;7576;13329
select;2500;0;7077;12493
select;2500;0;7170;12688
select;2500;0;7504;13353
select;2500;0;7538;13328
select;2500;0;7233;12831
select;2500;2500/4;7067;12669
select;2500;2500/4;7369;12990
select;2500;2500/4;7429;13016
select;2500;2500/4;
select;2500;2500/4;7490;13248
select;2500;2500/4;7407;13146
select;2500;2500/4;
select;2500;2500/4;7473;13200
select;2500;2500/4;7727;13405
select;2500;2500/4;7201;12764
select;2500;2500/4;6817;12246
select;2500;2500/4;7762;13425
select;2500;2500/4;7012;12752
select;2500;2500/4;7245;12710
select;2500;2500/4;7110;12882
select;2500;2500/4;7338;13051
select;2500;2500/4;7816;13689
select;2500;2500/4;7062;12617
select;2500;2500/4;7381;12804
select;2500;2500/4;
select;2500;2500/4;
select;2500;2500/4;7645;13390
select;2500;2500/4;
select;2500;2500/4;7221;12728
select;2500;2500/4;
select;2500;2500/4;
select;2500;2500/4;7677;13468
select;2500;2500/4;7047;12759
select;2500;2500/4;7422;13144
select;2500;2500/4;
select;2500;2500/4;
select;2500;2500/4;7302;12975
select;2500;2500/4;7251;13126
select;2500;2500/4;
select;2500;2500/4;7094;12766
select;2500;2500/4;7346;12976
select;2500;2500/4;
select;2500;2500/4;
select;2500;2500/4;
select;2500;2500/4;7171;12698
select;2500;2500/4;7143;12893
select;2500;2500/4;
select;2500;2500/4;7600;13410
select;2500;2500/4;7590;13363
select;2500;2500/4;7609;13385
select;2500;2500/4;7277;12908
select;2500;2500/4;6945;12408
select;2500;2500/4;7412;13110
select;2500;2500/4;6813;12384
select;2500;2500/4;7167;12746
select;2500;2500/4;
select;2500;2500/4;7157;12769
select;2500;2500/4;
select;2500;2500/4;7226;12976
select;2500;2500/4;6797;12377
select;2500;2500/4;7344;13125
select;2500;2500/4;
select;2500;2500/4;7682;13350
select;2500;2500/4;6384;11520
select;2500;2500/4;6600;11782
select;2500;2500/4;7729;13480
select;2500;2500/4;6799;11928
select;2500;2500/4;7736;13528
select;2500;2500/4;
select;2500;2500/4;7647;13511
select;2500;2500/4;7024;12811
select;2500;2500/4;7112;12752
select;2500;2500/4;
select;2500;2500/4;7307;13093
select;2500;2500/4;
select;2500;2500/4;7554;13133
select;2500;2500/4;7363;13010
select;2500;2500/4;7282;12799
select;2500;2500/4;7908;13703
select;2500;2500/4;7487;13094
select;2500;2500/4;
select;2500;2500/4;6194;11232
select;2500;2500/4;
select;2500;2500/4;7553;13194
select;2500;2500/4;7609;13443
select;2500;2500/4;6998;12659
select;2500;2500/4;6425;11483
select;2500;2500/4;
select;2500;2500/4;7541;13239
select;2500;2500/4;7930;13732
select;2500;2500/4;7753;13506
select;2500;2500/4;7193;12990
select;2500;2500/4;7468;13184
select;2500;2500/4;
select;2500;2500/4;6453;11188
select;2500;2500/4;7538;13254
select;2500;2500/4;7566;13266
select;2500;2500/4;7430;13255
select;2500;2500/4;7125;12774
select;2500;2500/4;7529;13318
select;2500;2500/4;7159;12857
select;2500;2500/4;7439;13123
select;2500;2500/4;7533;13234
select;2500;2500/4;7217;12926
select;2500;2500/4;7355;13015
select;2500;2500/2;7326;12798
select;2500;2500/2;
select;2500;2500/2;7433;13244
select;2500;2500/2;
select;2500;2500/2;
select;2500;2500/2;7658;13259
select;2500;2500/2;7171;12896
select;2500;2500/2;
select;2500;2500/2;6609;11805
select;2500;2500/2;7496;13204
select;2500;2500/2;7405;13189
select;2500;2500/2;7673;13433
select;2500;2500/2;
select;2500;2500/2;7520;13107
select;2500;2500/2;6868;12480
select;2500;2500/2;7463;13262
select;2500;2500/2;7671;13407
select;2500;2500/2;7159;12838
select;2500;2500/2;7310;13008
select;2500;2500/2;6441;11470
select;2500;2500/2;7526;13192
select;2500;2500/2;7330;12998
select;2500;2500/2;6667;11892
select;2500;2500/2;6649;11809
select;2500;2500/2;7279;13131
select;2500;2500/2;
select;2500;2500/2;7216;12952
select;2500;2500/2;
select;2500;2500/2;7236;12815
select;2500;2500/2;7233;12932
select;2500;2500/2;6758;11756
select;2500;2500/2;7313;12992
select;2500;2500/2;
select;2500;2500/2;7073;12856
select;2500;2500/2;6948;12778
select;2500;2500/2;7655;13442
select;2500;2500/2;
select;2500;2500/2;7073;12673
select;2500;2500/2;6943;12565
select;2500;2500/2;7235;12971
select;2500;2500/2;7405;13110
select;2500;2500/2;7562;13391
select;2500;2500/2;7572;13267
select;2500;2500/2;
select;2500;2500/2;7491;13293
select;2500;2500/2;7074;12778
select;2500;2500/2;7643;13252
select;2500;2500/2;6919;12373
select;2500;2500/2;
select;2500;2500/2;7192;12929
select;2500;2500/2;7310;12853
select;2500;2500/2;7588;13257
select;2500;2500/2;
select;2500;2500/2;7315;12896
select;2500;2500/2;
select;2500;2500/2;7420;13253
select;2500;2500/2;6707;11739
select;2500;2500/2;7878;13653
select;2500;2500/2;7080;12488
select;2500;2500/2;6531;11554
select;2500;2500/2;7896;13709
select;2500;2500/2;6824;12230
select;2500;2500/2;6895;12523
select;2500;2500/2;
select;2500;2500/2;7829;13565
select;2500;2500/2;7325;13024
select;2500;2500/2;6554;11720
select;2500;2500/2;7111;12802
select;2500;2500/2;
select;2500;2500/2;7057;12770
select;2500;2500/2;7245;12873
select;2500;2500/2;7454;13000
select;2500;2500/2;7076;12814
select;2500;2500/2;7301;13105
select;2500;2500/2;7333;12878
select;2500;2500/2;7452;13101
select;2500;2500/2;
select;2500;2500/2;6911;12621
select;2500;2500/2;7660;13423
select;2500;2500/2;
select;2500;2500/2;6660;11555
select;2500;2500/2;7404;13112
select;2500;2500/2;6919;12741
select;2500;2500/2;
select;2500;2500/2;7633;13480
select;2500;2500/2;7414;13231
select;2500;2500/2;
select;2500;2500/2;
select;2500;2500/2;
select;2500;2500/2;7698;13540
select;2500;2500/2;
select;2500;2500/2;7074;12631
select;2500;2500/2;
select;2500;2500/2;
select;2500;2500/2;
select;2500;2500/2;7288;13029
select;2500;2500/2;7587;13337
select;2500;2500/2;7364;13145
select;2500;2500/2;
select;2500;2500/2;7504;13126
select;2500;2500-1;7066;12606
select;2500;2500-1;7325;13019
select;2500;2500-1;6569;11703
select;2500;2500-1;7541;13284
select;2500;2500-1;7732;13474
select;2500;2500-1;7366;13021
select;2500;2500-1;
select;2500;2500-1;7704;13498
select;2500;2500-1;7519;13418
select;2500;2500-1;7434;13093
select;2500;2500-1;7101;12916
select;2500;2500-1;7851;13589
select;2500;2500-1;7874;13729
select;2500;2500-1;7137;12903
select;2500;2500-1;
select;2500;2500-1;7717;13444
select;2500;2500-1;7417;13153
select;2500;2500-1;
select;2500;2500-1;7106;12789
select;2500;2500-1;6876;12329
select;2500;2500-1;7192;12888
select;2500;2500-1;6979;12528
select;2500;2500-1;6509;11485
select;2500;2500-1;7403;13103
select;2500;2500-1;7892;13652
select;2500;2500-1;7687;13347
select;2500;2500-1;7736;13515
select;2500;2500-1;
select;2500;2500-1;7381;13012
select;2500;2500-1;7711;13426
select;2500;2500-1;
select;2500;2500-1;7653;13415
select;2500;2500-1;
select;2500;2500-1;7502;13150
select;2500;2500-1;
select;2500;2500-1;6896;12544
select;2500;2500-1;
select;2500;2500-1;7409;13014
select;2500;2500-1;
select;2500;2500-1;7167;12694
select;2500;2500-1;7599;13376
select;2500;2500-1;7398;13147
select;2500;2500-1;
select;2500;2500-1;7227;12845
select;2500;2500-1;7779;13574
select;2500;2500-1;
select;2500;2500-1;6996;12473
select;2500;2500-1;7639;13477
select;2500;2500-1;
select;2500;2500-1;
select;2500;2500-1;7235;12925
select;2500;2500-1;
select;2500;2500-1;
select;2500;2500-1;
select;2500;2500-1;7281;12972
select;2500;2500-1;
select;2500;2500-1;7519;13047
select;2500;2500-1;7710;13392
select;2500;2500-1;7111;12829
select;2500;2500-1;7350;12872
select;2500;2500-1;6709;11855
select;2500;2500-1;6853;12261
select;2500;2500-1;6899;12561
select;2500;2500-1;7596;13302
select;2500;2500-1;7174;12911
select;2500;2500-1;7484;13175
select;2500;2500-1;7180;12837
select;2500;2500-1;7519;13290
select;2500;2500-1;
select;2500;2500-1;7185;12882
select;2500;2500-1;
select;2500;2500-1;6550;11661
select;2500;2500-1;7282;13028
select;2500;2500-1;7493;13342
select;2500;2500-1;6943;12522
select;2500;2500-1;7100;12643
select;2500;2500-1;6843;12252
select;2500;2500-1;7320;13015
select;2500;2500-1;7508;13167
select;2500;2500-1;7184;12973
select;2500;2500-1;7538;13240
select;2500;2500-1;7134;12758
select;2500;2500-1;7686;13495
select;2500;2500-1;
select;2500;2500-1;7154;12983
select;2500;2500-1;7528;13199
select;2500;2500-1;7230;12708
select;2500;2500-1;7621;13207
select;2500;2500-1;7324;13172
select;2500;2500-1;6737;11949
select;2500;2500-1;6717;12143
select;2500;2500-1;7552;13156
select;2500;2500-1;7214;12795
select;2500;2500-1;7378;13063
select;2500;2500-1;7298;12927
select;2500;2500-1;6881;12334
select;2500;2500-1;6667;12279
select;2500;2500-1;7027;12690
select;2500;2500-1;7346;13010
select;2500;2500-1;7461;13125
select;2600;0;7476;13172
select;2600;0;7610;13454
select;2600;0;7531;13383
select;2600;0;7860;13909
select;2600;0;7488;13315
select;2600;0;6972;12146
select;2600;0;7772;13756
select;2600;0;7675;13515
select;2600;0;7889;13848
select;2600;0;7643;13543
select;2600;0;7642;13442
select;2600;0;7786;13748
select;2600;0;7559;13382
select;2600;0;7574;13446
select;2600;0;7856;13902
select;2600;0;7682;13611
select;2600;0;7449;13223
select;2600;0;7764;13705
select;2600;0;7525;13446
select;2600;0;7623;13410
select;2600;0;7618;13610
select;2600;0;7534;13360
select;2600;0;7808;13816
select;2600;0;7469;13246
select;2600;0;7587;13379
select;2600;0;7426;13244
select;2600;0;7419;13241
select;2600;0;7745;13639
select;2600;0;7574;13545
select;2600;0;7602;13535
select;2600;0;7441;13144
select;2600;0;7686;13527
select;2600;0;7752;13670
select;2600;0;7733;13809
select;2600;0;6854;12047
select;2600;0;7715;13601
select;2600;0;7577;13530
select;2600;0;7413;13023
select;2600;0;6927;12212
select;2600;0;7459;13249
select;2600;0;7136;12511
select;2600;0;7739;13551
select;2600;0;7541;13401
select;2600;0;7535;13408
select;2600;0;7379;13038
select;2600;0;7714;13729
select;2600;0;7397;13044
select;2600;0;7667;13450
select;2600;0;7715;13439
select;2600;0;7788;13851
select;2600;0;7720;13677
select;2600;0;7426;13277
select;2600;0;7581;13458
select;2600;0;7416;13202
select;2600;0;7639;13609
select;2600;0;7770;13577
select;2600;0;7706;13726
select;2600;0;7417;13039
select;2600;0;7641;13505
select;2600;0;7774;13673
select;2600;0;7804;13762
select;2600;0;7708;13630
select;2600;0;7444;13397
select;2600;0;7405;13247
select;2600;0;7678;13582
select;2600;0;7048;12497
select;2600;0;7614;13535
select;2600;0;7640;13603
select;2600;0;7484;13306
select;2600;0;7278;13101
select;2600;0;7452;13267
select;2600;0;7834;13923
select;2600;0;6966;12297
select;2600;0;7542;13451
select;2600;0;7618;13438
select;2600;0;7456;13283
select;2600;0;7733;13708
select;2600;0;7691;13644
select;2600;0;7590;13572
select;2600;0;7573;13427
select;2600;0;7084;12592
select;2600;0;7610;13703
select;2600;0;7467;13210
select;2600;0;7494;13254
select;2600;0;7550;13470
select;2600;0;7742;13734
select;2600;0;7125;12741
select;2600;0;7578;13348
select;2600;0;7313;12806
select;2600;0;7474;13194
select;2600;0;7781;13774
select;2600;0;7691;13531
select;2600;0;7613;13492
select;2600;0;7209;12733
select;2600;0;7345;13080
select;2600;0;7523;13399
select;2600;0;7568;13374
select;2600;0;7624;13477
select;2600;0;7796;13755
select;2600;0;7693;13519
select;2600;2600/4;8156;14206
select;2600;2600/4;7609;13747
select;2600;2600/4;7335;12897
select;2600;2600/4;7866;13808
select;2600;2600/4;
select;2600;2600/4;7854;13695
select;2600;2600/4;8112;14228
select;2600;2600/4;7472;13245
select;2600;2600/4;8135;14064
select;2600;2600/4;7131;13023
select;2600;2600/4;7558;13543
select;2600;2600/4;7973;13933
select;2600;2600/4;7851;13818
select;2600;2600/4;7424;12989
select;2600;2600/4;
select;2600;2600/4;6966;12052
select;2600;2600/4;
select;2600;2600/4;7281;13132
select;2600;2600/4;7676;13698
select;2600;2600/4;7377;13295
select;2600;2600/4;7546;13454
select;2600;2600/4;7840;13909
select;2600;2600/4;8122;14070
select;2600;2600/4;7496;13473
select;2600;2600/4;7843;13759
select;2600;2600/4;6525;11622
select;2600;2600/4;7994;14062
select;2600;2600/4;7574;13537
select;2600;2600/4;7492;13435
select;2600;2600/4;
select;2600;2600/4;7136;12511
select;2600;2600/4;7620;13528
select;2600;2600/4;7572;13104
select;2600;2600/4;6746;12341
select;2600;2600/4;8119;14206
select;2600;2600/4;7681;13565
select;2600;2600/4;7549;13506
select;2600;2600/4;7719;13623
select;2600;2600/4;6977;11930
select;2600;2600/4;7501;13450
select;2600;2600/4;
select;2600;2600/4;6474;11705
select;2600;2600/4;
select;2600;2600/4;7657;13482
select;2600;2600/4;6942;12628
select;2600;2600/4;7545;13507
select;2600;2600/4;
select;2600;2600/4;7814;13775
select;2600;2600/4;7493;13179
select;2600;2600/4;7353;12976
select;2600;2600/4;7433;13118
select;2600;2600/4;8081;14202
select;2600;2600/4;
select;2600;2600/4;7654;13602
select;2600;2600/4;7586;13538
select;2600;2600/4;7476;13382
select;2600;2600/4;
select;2600;2600/4;7840;13811
select;2600;2600/4;7987;13937
select;2600;2600/4;7806;13790
select;2600;2600/4;7707;13659
select;2600;2600/4;
select;2600;2600/4;
select;2600;2600/4;
select;2600;2600/4;7881;13861
select;2600;2600/4;
select;2600;2600/4;7228;12628
select;2600;2600/4;
select;2600;2600/4;7101;12875
select;2600;2600/4;7278;12557
select;2600;2600/4;7460;13278
select;2600;2600/4;6782;12110
select;2600;2600/4;7241;13101
select;2600;2600/4;7771;13746
select;2600;2600/4;7703;13361
select;2600;2600/4;7606;13457
select;2600;2600/4;7767;13608
select;2600;2600/4;7415;13216
select;2600;2600/4;7346;13269
select;2600;2600/4;7890;13884
select;2600;2600/4;7811;13598
select;2600;2600/4;7803;13768
select;2600;2600/4;7784;13781
select;2600;2600/4;7441;13340
select;2600;2600/4;
select;2600;2600/4;6888;12714
select;2600;2600/4;7602;13513
select;2600;2600/4;7387;13286
select;2600;2600/4;8016;13976
select;2600;2600/4;7934;13989
select;2600;2600/4;
select;2600;2600/4;
select;2600;2600/4;7851;13833
select;2600;2600/4;8002;14089
select;2600;2600/4;
select;2600;2600/4;7591;13615
select;2600;2600/4;7482;13361
